season,MATCH_ID,TEAM,HOME TEAM,BELONGS TO,BATTING,RUN,BALL FACE,FOURS,SIXES,STRIKE RATE,OUT/ NOT_OUT,SEASON
259,1359490,DC v MI,GT,MI,Suryakumar Yadav,0,1,0,0,0,c Kuldeep Yadav b Mukesh Kumar,2023
260,1359490,DC v MI,GT,MI,Tim David,13,11,0,1,118.18,not out,2023
261,1359490,DC v MI,GT,MI,Cameron Green,17,8,1,1,212.5,not out,2023
262,1359491,CSK v RR,GT,RR,Yashasvi Jaiswal,10,8,2,0,125,c Dube b Deshpande,2023
263,1359491,CSK v RR,GT,RR,Jos Buttler,52,36,1,3,144.44, b Ali,2023
264,1359491,CSK v RR,GT,RR,Devdutt Padikkal,38,26,5,0,146.15,c Conway b Jadeja,2023
265,1359491,CSK v RR,GT,RR,Sanju Samson,0,2,0,0,0, b Jadeja,2023
266,1359491,CSK v RR,GT,RR,Ravichandran Ashwin,30,22,1,2,136.36,c Magala b Akash Singh,2023
267,1359491,CSK v RR,GT,RR,Shimron Hetmyer,30,18,2,2,166.66,not out,2023
268,1359491,CSK v RR,GT,RR,Dhruv Jurel,4,6,0,0,66.66,c Dube b Akash Singh,2023
269,1359491,CSK v RR,GT,RR,Jason Holder,0,1,0,0,0,c Conway b Deshpande,2023
270,1359491,CSK v RR,GT,RR,Adam Zampa,1,1,0,0,100,run out (Theekshana/&dagger;Dhoni),2023
271,1359491,CSK v RR,GT,CSK,Ruturaj Gaikwad,8,10,1,0,80,c Jaiswal b Sandeep Sharma,2023
272,1359491,CSK v RR,GT,CSK,Devon Conway,50,38,6,0,131.57,c Jaiswal b Chahal,2023
273,1359491,CSK v RR,GT,CSK,Ajinkya Rahane,31,19,2,1,163.15,lbw b Ashwin,2023
274,1359491,CSK v RR,GT,CSK,Shivam Dube,8,9,1,0,88.88,lbw b Ashwin,2023
275,1359491,CSK v RR,GT,CSK,Moeen Ali,7,10,0,0,70,c Sandeep Sharma b Zampa,2023
276,1359491,CSK v RR,GT,CSK,Ambati Rayudu,1,2,0,0,50,c Hetmyer b Chahal,2023
277,1359491,CSK v RR,GT,CSK,Ravindra Jadeja,25,15,1,2,166.66,not out,2023
278,1359491,CSK v RR,GT,CSK,MS Dhoni,32,17,1,3,188.23,not out,2023
279,1359492,PBKS v GT,GT,PBKS,Prabhsimran Singh,0,2,0,0,0,c Rashid Khan b Mohammed Shami,2023
280,1359492,PBKS v GT,GT,PBKS,Shikhar Dhawan,8,8,2,0,100,c Joseph b Little,2023
281,1359492,PBKS v GT,GT,PBKS,Matthew Short,36,24,6,1,150, b Rashid Khan,2023
282,1359492,PBKS v GT,GT,PBKS,Bhanuka Rajapaksa,20,26,1,0,76.92,c Shubman Gill b Joseph,2023
283,1359492,PBKS v GT,GT,PBKS,Jitesh Sharma,25,23,5,0,108.69,c &dagger;Saha b Sharma,2023
284,1359492,PBKS v GT,GT,PBKS,Sam Curran,22,22,1,1,100,c Shubman Gill b Sharma,2023
285,1359492,PBKS v GT,GT,PBKS,M Shahrukh Khan,22,9,1,2,244.44,run out (Miller/&dagger;Saha),2023
286,1359492,PBKS v GT,GT,PBKS,Harpreet Brar,8,5,0,1,160,not out,2023
287,1359492,PBKS v GT,GT,PBKS,Rishi Dhawan,1,1,0,0,100,run out (&dagger;Saha),2023
288,1359492,PBKS v GT,GT,GT,Wriddhiman Saha,30,19,5,0,157.89,c Short b Rabada,2023
289,1359492,PBKS v GT,GT,GT,Shubman Gill,67,49,7,1,136.73, b Curran,2023
290,1359492,PBKS v GT,GT,GT,Sai Sudharsan,19,20,2,0,95,c Prabhsimran Singh b Arshdeep Singh,2023
291,1359492,PBKS v GT,GT,GT,Hardik Pandya,8,11,1,0,72.72,c Curran b Harpreet Brar,2023
292,1359492,PBKS v GT,GT,GT,David Miller,17,18,1,0,94.44,not out,2023
293,1359492,PBKS v GT,GT,GT,Rahul Tewatia,5,2,1,0,250,not out,2023
294,1359493,KKR v SRH,GT,SRH,Harry Brook,100,55,12,3,181.81,not out,2023
295,1359493,KKR v SRH,GT,SRH,Mayank Agarwal,9,13,0,0,69.23,c Varun b Russell,2023
296,1359493,KKR v SRH,GT,SRH,Rahul Tripathi,9,4,2,0,225,c &dagger;Rahmanullah Gurbaz b Russell,2023
297,1359493,KKR v SRH,GT,SRH,Aiden Markram,50,26,2,5,192.3,c Russell b Varun,2023
298,1359493,KKR v SRH,GT,SRH,Abhishek Sharma,32,17,3,2,188.23,c Thakur b Russell,2023
299,1359493,KKR v SRH,GT,SRH,Heinrich Klaasen,16,6,2,1,266.66,not out,2023
300,1359493,KKR v SRH,GT,KKR,Rahmanullah Gurbaz,0,3,0,0,0,c Umran Malik b Kumar,2023
301,1359493,KKR v SRH,GT,KKR,Narayan Jagadeesan,36,21,5,1,171.42,c sub (GD Phillips) b Markande,2023
302,1359493,KKR v SRH,GT,KKR,Venkatesh Iyer,10,11,2,0,90.9,c Markram b Jansen,2023
303,1359493,KKR v SRH,GT,KKR,Sunil Narine,0,1,0,0,0,c Markram b Jansen,2023
304,1359493,KKR v SRH,GT,KKR,Nitish Rana,75,41,5,6,182.92,c Washington Sundar b Natarajan,2023
305,1359493,KKR v SRH,GT,KKR,Andre Russell,3,6,0,0,50,c Jansen b Markande,2023
306,1359493,KKR v SRH,GT,KKR,Rinku Singh,58,31,4,4,187.09,not out,2023
307,1359493,KKR v SRH,GT,KKR,Shardul Thakur,12,7,2,0,171.42,c Washington Sundar b Umran Malik,2023
308,1359493,KKR v SRH,GT,KKR,Umesh Yadav,1,1,0,0,100,not out,2023
309,1359494,RCB v DC,GT,RCB,Virat Kohli,50,34,6,1,147.05,c Dhull b Lalit Yadav,2023
310,1359494,RCB v DC,GT,RCB,Faf du Plessis,22,16,3,1,137.5,c Aman Hakim Khan b Marsh,2023
311,1359494,RCB v DC,GT,RCB,Mahipal Lomror,26,18,0,2,144.44,c &dagger;Abishek Porel b Marsh,2023
312,1359494,RCB v DC,GT,RCB,Glenn Maxwell,24,14,0,3,171.42,c Warner b Kuldeep Yadav,2023
313,1359494,RCB v DC,GT,RCB,Harshal Patel,6,4,0,1,150,c &dagger;Abishek Porel b Patel,2023
314,1359494,RCB v DC,GT,RCB,Shahbaz Ahmed,20,12,3,0,166.66,not out,2023
315,1359494,RCB v DC,GT,RCB,Dinesh Karthik,0,1,0,0,0,c Lalit Yadav b Kuldeep Yadav,2023
316,1359494,RCB v DC,GT,RCB,Anuj Rawat,15,22,1,0,68.18,not out,2023
317,1359494,RCB v DC,GT,DC,David Warner,19,13,4,0,146.15,c Kohli b Vyshak,2023
318,1359494,RCB v DC,GT,DC,Prithvi Shaw,0,2,0,0,0,run out (Anuj Rawat),2023
319,1359494,RCB v DC,GT,DC,Mitchell Marsh,0,4,0,0,0,c Kohli b Parnell,2023
320,1359494,RCB v DC,GT,DC,Yash Dhull,1,4,0,0,25,lbw b Mohammed Siraj,2023
321,1359494,RCB v DC,GT,DC,Manish Pandey,50,38,5,1,131.57,lbw b de Silva,2023
322,1359494,RCB v DC,GT,DC,Abishek Porel,5,8,0,0,62.5,c Parnell b Patel,2023
323,1359494,RCB v DC,GT,DC,Axar Patel,21,14,3,0,150,c Mohammed Siraj b Vyshak,2023
324,1359494,RCB v DC,GT,DC,Aman Hakim Khan,18,10,1,1,180,c Kohli b Mohammed Siraj,2023
325,1359494,RCB v DC,GT,DC,Lalit Yadav,4,7,0,0,57.14,c Maxwell b Vyshak,2023
326,1359494,RCB v DC,GT,DC,Anrich Nortje,23,14,4,0,164.28,not out,2023
327,1359494,RCB v DC,GT,DC,Kuldeep Yadav,7,6,1,0,116.66,not out,2023
328,1359495,LSG v PBKS,GT,LSG,KL Rahul,74,56,8,1,132.14,c sub (NT Ellis) b Arshdeep Singh,2023
329,1359495,LSG v PBKS,GT,LSG,Kyle Mayers,29,23,1,3,126.08,c Harpreet Singh b Harpreet Brar,2023
330,1359495,LSG v PBKS,GT,LSG,Deepak Hooda,2,3,0,0,66.66,lbw b Sikandar Raza,2023
331,1359495,LSG v PBKS,GT,LSG,Krunal Pandya,18,17,2,0,105.88,c Shahrukh Khan b Rabada,2023
332,1359495,LSG v PBKS,GT,LSG,Nicholas Pooran,0,1,0,0,0,c Shahrukh Khan b Rabada,2023
333,1359495,LSG v PBKS,GT,LSG,Marcus Stoinis,15,11,0,2,136.36,c &dagger;Sharma b Curran,2023
334,1359495,LSG v PBKS,GT,LSG,Ayush Badoni,5,6,0,0,83.33,not out,2023
335,1359495,LSG v PBKS,GT,LSG,Krishnappa Gowtham,1,2,0,0,50,c Sikandar Raza b Curran,2023
336,1359495,LSG v PBKS,GT,LSG,Yudhvir Singh,0,1,0,0,0,c Shahrukh Khan b Curran,2023
337,1359495,LSG v PBKS,GT,LSG,Ravi Bishnoi,3,1,0,0,300,not out,2023
338,1359495,LSG v PBKS,GT,PBKS,Atharva Taide,0,3,0,0,0,c Avesh Khan b Yudhvir Singh,2023
339,1359495,LSG v PBKS,GT,PBKS,Prabhsimran Singh,4,4,1,0,100, b Yudhvir Singh,2023
340,1359495,LSG v PBKS,GT,PBKS,Matthew Short,34,22,5,1,154.54,c Stoinis b Gowtham,2023
341,1359495,LSG v PBKS,GT,PBKS,Harpreet Singh,22,22,3,0,100,c sub (PN Mankad) b Pandya,2023
342,1359495,LSG v PBKS,GT,PBKS,Sikandar Raza,57,41,4,3,139.02,c Stoinis b Ravi Bishnoi,2023
343,1359495,LSG v PBKS,GT,PBKS,Sam Curran,6,6,1,0,100,c Pandya b Ravi Bishnoi,2023
344,1359495,LSG v PBKS,GT,PBKS,Jitesh Sharma,2,4,0,0,50,c Rahul b Wood,2023
345,1359495,LSG v PBKS,GT,PBKS,M Shahrukh Khan,23,10,1,2,230,not out,2023
346,1359495,LSG v PBKS,GT,PBKS,Harpreet Brar,6,4,1,0,150,c &dagger;Pooran b Wood,2023
347,1359495,LSG v PBKS,GT,PBKS,Kagiso Rabada,0,1,0,0,0,not out,2023
348,1359496,MI v KKR,GT,KKR,Rahmanullah Gurbaz,8,12,0,0,66.66,c Jansen b Chawla,
349,1359496,MI v KKR,GT,KKR,Narayan Jagadeesan,0,5,0,0,0,c Shokeen b Green,
350,1359496,MI v KKR,GT,KKR,Venkatesh Iyer,104,51,6,9,203.92,c Jansen b Meredith,
351,1359496,MI v KKR,GT,KKR,Nitish Rana,5,10,0,0,50,c sub (Ramandeep Singh) b Shokeen,
352,1359496,MI v KKR,GT,KKR,Shardul Thakur,13,11,1,0,118.18,c Tilak Varma b Shokeen,
353,1359496,MI v KKR,GT,KKR,Rinku Singh,18,18,2,0,100,c Wadhera b Jansen,
354,1359496,MI v KKR,GT,KKR,Andre Russell,21,11,3,1,190.9,not out,
355,1359496,MI v KKR,GT,KKR,Sunil Narine,2,2,0,0,100,not out,
356,1359496,MI v KKR,GT,MI,Rohit Sharma,20,13,1,2,153.84,c Yadav b Suyash Sharma,
357,1359496,MI v KKR,GT,MI,Ishan Kishan,58,25,5,5,232, b Varun,
358,1359496,MI v KKR,GT,MI,Suryakumar Yadav,43,25,4,3,172,c &dagger;Rahmanullah Gurbaz b Thakur,
359,1359496,MI v KKR,GT,MI,Tilak Varma,30,25,3,1,120, b Suyash Sharma,
360,1359496,MI v KKR,GT,MI,Tim David,24,13,1,2,184.61,not out,
361,1359496,MI v KKR,GT,MI,Nehal Wadhera,6,4,1,0,150,c &dagger;Rahmanullah Gurbaz b Ferguson,
362,1359496,MI v KKR,GT,MI,Cameron Green,1,1,0,0,100,not out,
363,1359497,GT v RR,GT,GT,Wriddhiman Saha,4,3,1,0,133.33,c &amp; b Boult,2023
364,1359497,GT v RR,GT,GT,Shubman Gill,45,34,4,1,132.35,c Buttler b Sandeep Sharma,2023
365,1359497,GT v RR,GT,GT,Sai Sudharsan,20,19,2,0,105.26,run out (Buttler/&dagger;Samson),2023
366,1359497,GT v RR,GT,GT,Hardik Pandya,28,19,3,1,147.36,c Jaiswal b Chahal,2023
367,1359497,GT v RR,GT,GT,David Miller,46,30,3,2,153.33,c Hetmyer b Sandeep Sharma,2023
368,1359497,GT v RR,GT,GT,Abhinav Manohar,27,13,0,3,207.69,c Padikkal b Zampa,2023
369,1359497,GT v RR,GT,GT,Rahul Tewatia,1,1,0,0,100,not out,2023
370,1359497,GT v RR,GT,GT,Rashid Khan,1,1,0,0,100,run out (Buttler/Sandeep Sharma),2023
371,1359497,GT v RR,GT,GT,Alzarri Joseph,0,0,0,0,-,not out,2023
372,1359497,GT v RR,GT,RR,Yashasvi Jaiswal,1,7,0,0,14.28,c Shubman Gill b Pandya,2023
373,1359497,GT v RR,GT,RR,Jos Buttler,0,5,0,0,0, b Mohammed Shami,2023
374,1359497,GT v RR,GT,RR,Devdutt Padikkal,26,25,2,2,104,c Sharma b Rashid Khan,2023
375,1359497,GT v RR,GT,RR,Sanju Samson,60,32,3,6,187.5,c Miller b Noor Ahmad,2023
376,1359497,GT v RR,GT,RR,Riyan Parag,5,7,0,0,71.42,c Miller b Rashid Khan,2023
377,1359497,GT v RR,GT,RR,Shimron Hetmyer,56,26,2,5,215.38,not out,2023
378,1359497,GT v RR,GT,RR,Dhruv Jurel,18,10,2,1,180,c Sharma b Mohammed Shami,2023
379,1359497,GT v RR,GT,RR,Ravichandran Ashwin,10,3,1,1,333.33,c Tewatia b Mohammed Shami,2023
380,1359497,GT v RR,GT,RR,Trent Boult,0,1,0,0,0,not out,2023
381,1359498,RCB v CSK,GT,CSK,Ruturaj Gaikwad,3,6,0,0,50,c Parnell b Mohammed Siraj,2023
382,1359498,RCB v CSK,GT,CSK,Devon Conway,83,45,6,6,184.44, b Patel,2023
383,1359498,RCB v CSK,GT,CSK,Ajinkya Rahane,37,20,3,2,185, b de Silva,2023
384,1359498,RCB v CSK,GT,CSK,Shivam Dube,52,27,2,5,192.59,c Mohammed Siraj b Parnell,2023
385,1359498,RCB v CSK,GT,CSK,Ambati Rayudu,14,6,1,1,233.33,c &dagger;Karthik b Vyshak,2023
386,1359498,RCB v CSK,GT,CSK,Moeen Ali,19,9,0,2,211.11,not out,2023
387,1359498,RCB v CSK,GT,CSK,Ravindra Jadeja,10,8,0,1,125,c Prabhudessai b Maxwell,2023
388,1359498,RCB v CSK,GT,CSK,MS Dhoni,1,1,0,0,100,not out,2023
389,1359498,RCB v CSK,GT,RCB,Virat Kohli,6,4,1,0,150, b Akash Singh,2023
390,1359498,RCB v CSK,GT,RCB,Faf du Plessis,62,33,5,4,187.87,c &dagger;Dhoni b Ali,2023
391,1359498,RCB v CSK,GT,RCB,Mahipal Lomror,0,5,0,0,0,c Gaikwad b Deshpande,2023
392,1359498,RCB v CSK,GT,RCB,Glenn Maxwell,76,36,3,8,211.11,c &dagger;Dhoni b Theekshana,2023
393,1359498,RCB v CSK,GT,RCB,Shahbaz Ahmed,12,10,0,1,120,c Gaikwad b Pathirana,2023
394,1359498,RCB v CSK,GT,RCB,Dinesh Karthik,28,14,3,1,200,c Theekshana b Deshpande,2023
395,1359498,RCB v CSK,GT,RCB,Suyash Prabhudessai,19,11,0,2,172.72,c Jadeja b Pathirana,2023
396,1359498,RCB v CSK,GT,RCB,Wayne Parnell,2,5,0,0,40,c Dube b Deshpande,2023
397,1359498,RCB v CSK,GT,RCB,Wanindu Hasaranga,2,2,0,0,100,not out,2023
398,1359499,SRH v MI,GT,MI,Rohit Sharma,28,18,6,0,155.55,c Markram b Natarajan,2023
399,1359499,SRH v MI,GT,MI,Ishan Kishan,38,31,3,2,122.58,c Markram b Jansen,2023
400,1359499,SRH v MI,GT,MI,Cameron Green,64,40,6,2,160,not out,2023
401,1359499,SRH v MI,GT,MI,Suryakumar Yadav,7,3,0,1,233.33,c Markram b Jansen,2023
402,1359499,SRH v MI,GT,MI,Tilak Varma,37,17,2,4,217.64,c Agarwal b Kumar,2023
403,1359499,SRH v MI,GT,MI,Tim David,16,11,2,0,145.45,run out (Abhishek Sharma/Natarajan),2023
404,1359499,SRH v MI,GT,SRH,Harry Brook,9,7,2,0,128.57,c Yadav b Behrendorff,2023
405,1359499,SRH v MI,GT,SRH,Mayank Agarwal,48,41,4,1,117.07,c David b Meredith,2023
406,1359499,SRH v MI,GT,SRH,Rahul Tripathi,7,5,1,0,140,c &dagger;Ishan Kishan b Behrendorff,2023
407,1359499,SRH v MI,GT,SRH,Aiden Markram,22,17,1,1,129.41,c Shokeen b Green,2023
408,1359499,SRH v MI,GT,SRH,Abhishek Sharma,1,2,0,0,50,c David b Chawla,2023
409,1359499,SRH v MI,GT,SRH,Heinrich Klaasen,36,16,4,2,225,c David b Chawla,2023
410,1359499,SRH v MI,GT,SRH,Abdul Samad,9,12,1,0,75,run out (Shokeen/&dagger;Ishan Kishan),2023
411,1359499,SRH v MI,GT,SRH,Marco Jansen,13,6,3,0,216.66,c David b Meredith,2023
412,1359499,SRH v MI,GT,SRH,Washington Sundar,10,6,2,0,166.66,run out (David),2023
413,1359499,SRH v MI,GT,SRH,Bhuvneshwar Kumar,2,5,0,0,40,c Sharma b Tendulkar,2023
414,1359499,SRH v MI,GT,SRH,Mayank Markande,2,2,0,0,100,not out,2023
415,1359500,RR v LSG,GT,LSG,KL Rahul,39,32,4,1,121.87,c Buttler b Holder,2023
416,1359500,RR v LSG,GT,LSG,Kyle Mayers,51,42,4,3,121.42, b Ashwin,2023
417,1359500,RR v LSG,GT,LSG,Ayush Badoni,1,4,0,0,25, b Boult,2023
418,1359500,RR v LSG,GT,LSG,Deepak Hooda,2,4,0,0,50,c Hetmyer b Ashwin,2023
419,1359500,RR v LSG,GT,LSG,Marcus Stoinis,21,16,2,0,131.25,c &dagger;Samson b Sandeep Sharma,2023
420,1359500,RR v LSG,GT,LSG,Nicholas Pooran,29,20,2,1,145,run out (&dagger;Samson),2023
421,1359500,RR v LSG,GT,LSG,Krunal Pandya,4,2,1,0,200,not out,2023
422,1359500,RR v LSG,GT,LSG,Yudhvir Singh,1,1,0,0,100,run out (Hetmyer/&dagger;Samson),2023
423,1359500,RR v LSG,GT,RR,Yashasvi Jaiswal,44,35,4,2,125.71,c Avesh Khan b Stoinis,2023
424,1359500,RR v LSG,GT,RR,Jos Buttler,40,41,4,1,97.56,c Ravi Bishnoi b Stoinis,2023
425,1359500,RR v LSG,GT,RR,Sanju Samson,2,4,0,0,50,run out (Mishra/&dagger;Pooran),2023
426,1359500,RR v LSG,GT,RR,Devdutt Padikkal,26,21,4,0,123.8,c &dagger;Pooran b Avesh Khan,2023
427,1359500,RR v LSG,GT,RR,Shimron Hetmyer,2,5,0,0,40,c Rahul b Avesh Khan,2023
428,1359500,RR v LSG,GT,RR,Riyan Parag,15,12,1,1,125,not out,2023
429,1359500,RR v LSG,GT,RR,Dhruv Jurel,0,1,0,0,0,c Hooda b Avesh Khan,2023
430,1359500,RR v LSG,GT,RR,Ravichandran Ashwin,3,2,0,0,150,not out,2023
431,1359501,PBKS v RCB,GT,RCB,Virat Kohli,59,47,5,1,125.53,c &dagger;Sharma b Harpreet Brar,2023
432,1359501,PBKS v RCB,GT,RCB,Faf du Plessis,84,56,5,5,150,c Curran b Ellis,2023
433,1359501,PBKS v RCB,GT,RCB,Glenn Maxwell,0,1,0,0,0,c Taide b Harpreet Brar,2023
434,1359501,PBKS v RCB,GT,RCB,Dinesh Karthik,7,5,1,0,140,c Taide b Arshdeep Singh,2023
435,1359501,PBKS v RCB,GT,RCB,Mahipal Lomror,7,9,1,0,77.77,not out,2023
436,1359501,PBKS v RCB,GT,RCB,Shahbaz Ahmed,5,3,0,0,166.66,not out,2023
437,1359501,PBKS v RCB,GT,PBKS,Atharva Taide,4,2,1,0,200,lbw b Mohammed Siraj,2023
438,1359501,PBKS v RCB,GT,PBKS,Prabhsimran Singh,46,30,3,4,153.33, b Parnell,2023
439,1359501,PBKS v RCB,GT,PBKS,Matthew Short,8,7,0,1,114.28, b de Silva,2023
440,1359501,PBKS v RCB,GT,PBKS,Liam Livingstone,2,4,0,0,50,lbw b Mohammed Siraj,2023
441,1359501,PBKS v RCB,GT,PBKS,Harpreet Singh,13,9,1,1,144.44,run out (Mohammed Siraj),2023
442,1359501,PBKS v RCB,GT,PBKS,Sam Curran,10,12,1,0,83.33,run out (de Silva),2023
443,1359501,PBKS v RCB,GT,PBKS,Jitesh Sharma,41,27,2,3,151.85,c Shahbaz Ahmed b Patel,2023
444,1359501,PBKS v RCB,GT,PBKS,M Shahrukh Khan,7,5,0,1,140,st &dagger;Karthik b de Silva,2023
445,1359501,PBKS v RCB,GT,PBKS,Harpreet Brar,13,13,1,0,100, b Mohammed Siraj,2023
446,1359501,PBKS v RCB,GT,PBKS,Nathan Ellis,1,2,0,0,50, b Mohammed Siraj,2023
447,1359501,PBKS v RCB,GT,PBKS,Arshdeep Singh,0,0,0,0,-,not out,2023
448,1359502,DC v KKR,GT,KKR,Jason Roy,43,39,5,1,110.25,c Aman Hakim Khan b Kuldeep Yadav,2023
449,1359502,DC v KKR,GT,KKR,Litton Das,4,4,1,0,100,c Lalit Yadav b Mukesh Kumar,2023
450,1359502,DC v KKR,GT,KKR,Venkatesh Iyer,0,2,0,0,0,c Marsh b Nortje,2023
451,1359502,DC v KKR,GT,KKR,Nitish Rana,4,7,1,0,57.14,c Mukesh Kumar b Sharma,2023
452,1359502,DC v KKR,GT,KKR,Mandeep Singh,12,11,0,1,109.09, b Patel,2023
453,1359502,DC v KKR,GT,KKR,Rinku Singh,6,8,1,0,75,c Lalit Yadav b Patel,2023
454,1359502,DC v KKR,GT,KKR,Sunil Narine,4,6,1,0,66.66,c Warner b Sharma,2023
455,1359502,DC v KKR,GT,KKR,Andre Russell,38,31,1,4,122.58,not out,2023
456,1359502,DC v KKR,GT,KKR,Anukul Roy,0,1,0,0,0,lbw b Kuldeep Yadav,2023
457,1359502,DC v KKR,GT,KKR,Umesh Yadav,3,5,0,0,60,c &amp; b Nortje,2023
458,1359502,DC v KKR,GT,KKR,Varun Chakravarthy,1,6,0,0,16.66,run out (sub [YV Dhull]/&dagger;Salt),2023
459,1359502,DC v KKR,GT,DC,David Warner,57,41,11,0,139.02,lbw b Varun,2023
460,1359502,DC v KKR,GT,DC,Prithvi Shaw,13,11,2,0,118.18, b Varun,2023
461,1359502,DC v KKR,GT,DC,Mitchell Marsh,2,9,0,0,22.22,c sub (D Wiese) b Rana,2023
462,1359502,DC v KKR,GT,DC,Phil Salt,5,3,1,0,166.66,c &amp; b AS Roy,2023
463,1359502,DC v KKR,GT,DC,Manish Pandey,21,23,2,0,91.3,c Singh b AS Roy,2023
464,1359502,DC v KKR,GT,DC,Axar Patel,19,22,1,0,86.36,not out,2023
465,1359502,DC v KKR,GT,DC,Aman Hakim Khan,0,2,0,0,0, b Rana,2023
466,1359502,DC v KKR,GT,DC,Lalit Yadav,4,7,0,0,57.14,not out,2023
467,1359503,CSK v SRH,GT,SRH,Harry Brook,18,13,3,0,138.46,c Gaikwad b Akash Singh,2023
468,1359503,CSK v SRH,GT,SRH,Abhishek Sharma,34,26,3,1,130.76,c Rahane b Jadeja,2023
469,1359503,CSK v SRH,GT,SRH,Rahul Tripathi,21,21,1,1,100,c Akash Singh b Jadeja,2023
470,1359503,CSK v SRH,GT,SRH,Aiden Markram,12,12,1,0,100,c &dagger;Dhoni b Theekshana,2023
471,1359503,CSK v SRH,GT,SRH,Heinrich Klaasen,17,16,1,0,106.25,c Gaikwad b Pathirana,2023
472,1359503,CSK v SRH,GT,SRH,Mayank Agarwal,2,4,0,0,50,st &dagger;Dhoni b Jadeja,2023
473,1359503,CSK v SRH,GT,SRH,Marco Jansen,17,22,1,0,77.27,not out,2023
474,1359503,CSK v SRH,GT,SRH,Washington Sundar,9,6,1,0,150,run out (&dagger;Dhoni),2023
475,1359503,CSK v SRH,GT,CSK,Ruturaj Gaikwad,35,30,2,0,116.66,run out (Umran Malik),2023
476,1359503,CSK v SRH,GT,CSK,Devon Conway,77,57,12,1,135.08,not out,2023
477,1359503,CSK v SRH,GT,CSK,Ajinkya Rahane,9,10,0,0,90,c Markram b Markande,2023
478,1359503,CSK v SRH,GT,CSK,Ambati Rayudu,9,9,1,0,100, b Markande,2023
479,1359503,CSK v SRH,GT,CSK,Moeen Ali,6,6,1,0,100,not out,2023
480,1359504,LSG v GT,GT,GT,Wriddhiman Saha,47,37,6,0,127.02,c Hooda b Pandya,2023
481,1359504,LSG v GT,GT,GT,Shubman Gill,0,2,0,0,0,c Ravi Bishnoi b Pandya,2023
482,1359504,LSG v GT,GT,GT,Hardik Pandya,66,50,2,4,132,c Rahul b Stoinis,2023
483,1359504,LSG v GT,GT,GT,Abhinav Manohar,3,5,0,0,60,c Naveen-ul-Haq b Mishra,2023
484,1359504,LSG v GT,GT,GT,Vijay Shankar,10,12,1,0,83.33, b Naveen-ul-Haq,2023
485,1359504,LSG v GT,GT,GT,David Miller,6,12,0,0,50,c Hooda b Stoinis,2023
486,1359504,LSG v GT,GT,GT,Rahul Tewatia,2,2,0,0,100,not out,2023
487,1359504,LSG v GT,GT,LSG,KL Rahul,68,61,8,0,111.47,c Yadav b Sharma,2023
488,1359504,LSG v GT,GT,LSG,Kyle Mayers,24,19,2,1,126.31, b Rashid Khan,2023
489,1359504,LSG v GT,GT,LSG,Krunal Pandya,23,23,2,1,100,st &dagger;Saha b Noor Ahmad,2023
490,1359504,LSG v GT,GT,LSG,Nicholas Pooran,1,7,0,0,14.28,c Pandya b Noor Ahmad,2023
491,1359504,LSG v GT,GT,LSG,Ayush Badoni,8,6,0,0,133.33,run out (Shankar/Sharma),2023
492,1359504,LSG v GT,GT,LSG,Marcus Stoinis,0,1,0,0,0,c Miller b Sharma,2023
493,1359504,LSG v GT,GT,LSG,Deepak Hooda,2,2,0,0,100,run out (Rashid Khan/&dagger;Saha),2023
494,1359504,LSG v GT,GT,LSG,Prerak Mankad,0,0,0,0,-,not out,2023
495,1359504,LSG v GT,GT,LSG,Ravi Bishnoi,0,1,0,0,0,not out,2023
496,1359505,MI v PBKS,GT,PBKS,Matthew Short,11,10,2,0,110,c Chawla b Green,2023
497,1359505,MI v PBKS,GT,PBKS,Prabhsimran Singh,26,17,1,2,152.94,lbw b Tendulkar,2023
498,1359505,MI v PBKS,GT,PBKS,Atharva Taide,29,17,3,1,170.58, b Chawla,2023
499,1359505,MI v PBKS,GT,PBKS,Liam Livingstone,10,12,0,1,83.33,st &dagger;Ishan Kishan b Chawla,2023
500,1359505,MI v PBKS,GT,PBKS,Harpreet Singh,41,28,4,2,146.42, b Green,2023
501,1359505,MI v PBKS,GT,PBKS,Sam Curran,55,29,5,4,189.65,c &amp; b Archer,2023
502,1359505,MI v PBKS,GT,PBKS,Jitesh Sharma,25,7,0,4,357.14, b Behrendorff,2023
503,1359505,MI v PBKS,GT,PBKS,M Shahrukh Khan,0,0,0,0,-,not out,2023
504,1359505,MI v PBKS,GT,PBKS,Harpreet Brar,5,2,1,0,250,run out (Tilak Varma/&dagger;Ishan Kishan),2023
505,1359505,MI v PBKS,GT,MI,Rohit Sharma,44,27,4,3,162.96,c &amp; b Livingstone,2023
506,1359505,MI v PBKS,GT,MI,Ishan Kishan,1,4,0,0,25,c Short b Arshdeep Singh,2023
507,1359505,MI v PBKS,GT,MI,Cameron Green,67,43,6,3,155.81,c Curran b Ellis,2023
508,1359505,MI v PBKS,GT,MI,Suryakumar Yadav,57,26,7,3,219.23,c Taide b Arshdeep Singh,2023
509,1359505,MI v PBKS,GT,MI,Tim David,25,13,0,2,192.3,not out,2023
510,1359505,MI v PBKS,GT,MI,Tilak Varma,3,4,0,0,75, b Arshdeep Singh,2023
511,1359505,MI v PBKS,GT,MI,Nehal Wadhera,0,1,0,0,0, b Arshdeep Singh,2023
512,1359505,MI v PBKS,GT,MI,Jofra Archer,1,2,0,0,50,not out,2023
